NCTId,BriefTitle,OverallStatus,StudyType,Phases,Conditions,LeadSponsorName,StartDate,StudyFirstPostDate,LastUpdatePostDate,Timestamp
NCT02810028,Acceptance and Commitment Therapy for Muscle Disease,COMPLETED,INTERVENTIONAL,NA,Muscle Diseases,King's College Hospital NHS Trust,2016-07,2016-06-22,2019-08-22,2024-10-25T17:03:50.848735
NCT05249361,Correlation Between Functional Capacity and Functional Capability in Duchenne Muscular Dystrophy,RECRUITING,OBSERVATIONAL,,Duchenne Muscular Dystrophy,Samsung Medical Center,2023-05-01,2022-02-21,2023-11-29,2024-10-25T17:03:50.848735
NCT00720161,Metformin in Children With Motor Deficit,COMPLETED,INTERVENTIONAL,NA,"Spina Bifida, Neuromuscular Diseases",Universitaire Ziekenhuizen KU Leuven,2006-11,2008-07-22,2024-06-17,2024-10-25T17:03:50.848735
NCT06485661,Effect of Captopril on GLS in Duchenne Myodystrophy,RECRUITING,INTERVENTIONAL,EARLY_PHASE1,Effect of Drug,Ain Shams University,2024-01-01,2024-07-03,2024-07-16,2024-10-25T17:03:50.848735
NCT00016653,Creatine and Glutamine in Steroid-Naive Duchenne Muscular Dystrophy,COMPLETED,INTERVENTIONAL,"PHASE2, PHASE3","Muscular Dystrophy, Duchenne",Cooperative International Neuromuscular Research Group,2000-06,2001-05-23,2011-10-27,2024-10-25T17:03:50.848735
NCT03963453,Regular Physical Exercise in Duchenne Muscular Dystrophy,COMPLETED,OBSERVATIONAL,,"Muscular Dystrophy, Duchenne",Haukeland University Hospital,2021-02-01,2019-05-24,2023-03-01,2024-10-25T17:03:50.848735
NCT02760277,An Extension Study to Assess Vamorolone in Boys With Duchenne Muscular Dystrophy (DMD),COMPLETED,INTERVENTIONAL,PHASE2,Duchenne Muscular Dystrophy,"ReveraGen BioPharma, Inc.",2016-07-28,2016-05-03,2019-07-23,2024-10-25T17:03:50.848735
NCT02286947,Safety Study of Eteplirsen to Treat Advanced Stage Duchenne Muscular Dystrophy,COMPLETED,INTERVENTIONAL,PHASE2,"Muscular Dystrophy, Duchenne","Sarepta Therapeutics, Inc.",2014-11,2014-11-10,2020-03-30,2024-10-25T17:03:50.848735
NCT02653833,The Study of Skeletal Muscle Blood Flow in Becker Muscular Dystrophy,TERMINATED,INTERVENTIONAL,EARLY_PHASE1,Muscular Dystrophy,Cedars-Sinai Medical Center,2017-11-01,2016-01-12,2020-01-14,2024-10-25T17:03:50.848735
NCT04740554,Heart Rate Variability in Individuals With Duchenne Muscular Dystrophy,COMPLETED,OBSERVATIONAL,,Duchenne Muscular Dystrophy,University of Sao Paulo,2013-03-01,2021-02-05,2021-02-05,2024-10-25T17:03:50.848735
NCT02020954,Prospective Becker-Heart-Study,UNKNOWN,OBSERVATIONAL,,"Dilated Cardiomyopathy, Lef Ventricular Dysfunction, Heart Failure",Karim WAHBI,2013-01,2013-12-25,2015-03-24,2024-10-25T17:03:50.848735
NCT01826487,Phase 3 Study of Ataluren in Participants With Nonsense Mutation Duchenne Muscular Dystrophy (nmDMD),COMPLETED,INTERVENTIONAL,PHASE3,"Muscular Dystrophy, Duchenne, Muscular Dystrophies, Muscular Disorders, Atrophic, Muscular Diseases, Musculoskeletal Diseases, Neuromuscular Diseases, Nervous System Diseases, Genetic Diseases, X-Linked, Genetic Diseases, Inborn",PTC Therapeutics,2013-03-26,2013-04-08,2020-08-04,2024-10-25T17:03:50.848735
NCT01823783,"Endomysial Fibrosis, Muscular Inflammatory Response and Calcium Homeostasis Dysfunction in Duchenne Muscular Dystrophy",UNKNOWN,INTERVENTIONAL,NA,Duchenne Muscular Distrophy (DMD),"University Hospital, Montpellier",2012-11-07,2013-04-04,2020-02-07,2024-10-25T17:03:50.848735
NCT05524883,"Safety, Tolerability, Pharmacodynamic, Efficacy, and Pharmacokinetic Study of DYNE-251 in Participants With Duchenne Muscular Dystrophy Amenable to Exon 51 Skipping",RECRUITING,INTERVENTIONAL,"PHASE1, PHASE2",Duchenne Muscular Dystrophy (DMD),Dyne Therapeutics,2022-08-12,2022-09-01,2024-10-24,2024-10-25T17:03:50.848735
NCT03642145,A Study of Deflazacort (Emflaza®) in Participants With Duchenne Muscular Dystrophy (DMD),WITHDRAWN,INTERVENTIONAL,PHASE3,Duchenne Muscular Dystrophy,PTC Therapeutics,2018-10-31,2018-08-22,2019-06-21,2024-10-25T17:03:50.848735
NCT05712447,Duchenne Muscular Dystrophy Video Assessment Registry,RECRUITING,OBSERVATIONAL,,Duchenne Muscular Dystrophy,"The Emmes Company, LLC",2022-09-01,2023-02-03,2023-12-18,2024-10-25T17:03:50.848735
NCT03002298,Virtual Reality in Individuals With Duchenne Muscular Dystrophy,COMPLETED,INTERVENTIONAL,NA,Duchenne Muscular Dystrophy,University of Sao Paulo,2016-01,2016-12-23,2017-04-11,2024-10-25T17:03:50.848735
NCT01890798,Drisapersen Duchenne Muscular Dystrophy (DMD) Treatment Protocol,WITHDRAWN,INTERVENTIONAL,PHASE3,Muscular Dystrophies,GlaxoSmithKline,2014-01,2013-07-02,2014-03-24,2024-10-25T17:03:50.848735
NCT01645098,Sedation During Muscle Biopsy in Patients With Duchenne Muscular Dystrophy,COMPLETED,INTERVENTIONAL,NA,Duchenne Muscular Dystrophy,Nationwide Children's Hospital,2011-08,2012-07-20,2015-02-26,2024-10-25T17:03:50.848735
NCT00592553,Phase 2B Study of PTC124 (Ataluren) in Duchenne/Becker Muscular Dystrophy (DMD/BMD),COMPLETED,INTERVENTIONAL,PHASE2,"Duchenne Muscular Dystrophy, Becker Muscular Dystrophy",PTC Therapeutics,2008-02-29,2008-01-14,2020-04-07,2024-10-25T17:03:50.848735
NCT00102453,Pentoxifylline in Duchenne Muscular Dystrophy,COMPLETED,INTERVENTIONAL,"PHASE1, PHASE2","Muscular Dystrophy, Duchenne",Cooperative International Neuromuscular Research Group,2002-03,2005-01-31,2011-10-27,2024-10-25T17:03:50.848735
NCT02964377,Plus Epicatechin Duchenne Muscular Dystrophy in Non-ambulatory Adolescents,COMPLETED,INTERVENTIONAL,"PHASE1, PHASE2",Duchenne Muscular Dystrophy,"Craig McDonald, MD",2016-11,2016-11-16,2021-12-21,2024-10-25T17:03:50.848735
NCT03508947,Safety and Tolerability of WVE-210201 in Patients With Duchenne Muscular Dystrophy,COMPLETED,INTERVENTIONAL,PHASE1,Duchenne Muscular Dystrophy,Wave Life Sciences Ltd.,2018-01-24,2018-04-26,2019-04-08,2024-10-25T17:03:50.848735
NCT01480245,Open Label Study of GSK2402968 in Subjects With Duchenne Muscular Dystrophy,TERMINATED,INTERVENTIONAL,PHASE3,Muscular Dystrophies,GlaxoSmithKline,2011-09,2011-11-28,2017-03-23,2024-10-25T17:03:50.848735
NCT05516745,"E-monitoring of PULMonary Function in Patients With Duchenne Muscular Dystrophy at Home""",RECRUITING,INTERVENTIONAL,NA,Duchenne Muscular Dystrophy (DMD),Medical University of Gdansk,2021-03-20,2022-08-26,2022-08-26,2024-10-25T17:03:50.848735
NCT04669847,The Effects of Trunk Exercises on Upper Extremity and Respiratory Functions in DMD,COMPLETED,INTERVENTIONAL,NA,"Muscular Dystrophy, Duchenne, Upper Extremity, Respiratory Functions",Gokce Yagmur Gunes Gencer,2018-04-07,2020-12-17,2020-12-17,2024-10-25T17:03:50.848735
NCT00819845,Ramipril Versus Carvedilol in Duchenne and Becker Patients,UNKNOWN,INTERVENTIONAL,PHASE4,"Duchenne Muscular Dystrophy, Becker Muscular Dystrophy","Catholic University, Italy",2008-12,2009-01-09,2016-01-28,2024-10-25T17:03:50.848735
NCT00312247,Biomechanical Analysis of Gait in Individuals With Duchenne Muscular Dystrophy,COMPLETED,OBSERVATIONAL,,Duchenne Muscular Dystrophy,Shriners Hospitals for Children,2006-04,2006-04-07,2015-05-19,2024-10-25T17:03:50.848735
NCT01099761,Study of ACE-031 in Subjects With Duchenne Muscular Dystrophy,TERMINATED,INTERVENTIONAL,PHASE2,Duchenne Muscular Dystrophy,"Acceleron Pharma, Inc., a wholly-owned subsidiary of Merck & Co., Inc., Rahway, NJ USA",2010-04,2010-04-08,2022-10-13,2024-10-25T17:03:50.848735
NCT05967351,A Long-term Follow-up Study of Participants Who Received Delandistrogene Moxeparvovec (SRP-9001) in a Previous Clinical Study,ENROLLING_BY_INVITATION,INTERVENTIONAL,PHASE3,Duchenne Muscular Dystrophy,"Sarepta Therapeutics, Inc.",2023-09-27,2023-08-01,2024-10-21,2024-10-25T17:03:50.848735
NCT01350154,"Effect of Modulating the nNOS System on Cardiac, Muscular and Cognitive Function in Becker Muscular Dystrophy Patients",COMPLETED,INTERVENTIONAL,PHASE2,Becker Muscular Dystrophy,"Rigshospitalet, Denmark",2011-11,2011-05-09,2013-04-10,2024-10-25T17:03:50.848735
NCT04384354,Digestive Events in Duchenne Muscular Dystrophy Patients,COMPLETED,OBSERVATIONAL,,Duchenne Muscular Dystrophy,Centre d'Investigation Clinique et Technologique 805,2007-01,2020-05-12,2020-05-12,2024-10-25T17:03:50.848735
NCT00839033,Evaluation of a Mechanical Device During Acute Respiratory Failure in Patients With Neuromuscular Disorders,TERMINATED,INTERVENTIONAL,PHASE3,"Duchenne Muscular Dystrophy, Amyotrophic Lateral Sclerosis, Neuromuscular Diseases",Assistance Publique - Hôpitaux de Paris,2009-06,2009-02-09,2015-05-28,2024-10-25T17:03:50.848735
NCT05833633,Study of Genotype and Phenotype Characterization in Duchenne Muscular Dystrophy With Small Mutations,RECRUITING,OBSERVATIONAL,,"Muscular Dystrophy, Duchenne",Fondazione Policlinico Universitario Agostino Gemelli IRCCS,2022-03-18,2023-04-27,2023-05-15,2024-10-25T17:03:50.848735
NCT05412394,Once Weekly Infant Corticosteroid Trial for DMD,RECRUITING,INTERVENTIONAL,PHASE4,Duchenne Muscular Dystrophy,Anne M. Connolly,2021-04-30,2022-06-09,2023-09-18,2024-10-25T17:08:32.938258
NCT03529240,"Kinesiology Taping in Duchenne Muscular Dystrophy: Effects on Performance, Gait Characteristics, and Energy Consumption",COMPLETED,INTERVENTIONAL,NA,"Performance, Energy, Gait, Duchenne Muscular Dystrophy",Hacettepe University,2017-06-10,2018-05-18,2018-05-18,2024-10-25T17:08:32.938258
NCT01761292,"A Study to Assess Safety/Tolerability, pk, Effects on Histology, Clinical Parameters of Givinostat in Children With DMD",COMPLETED,INTERVENTIONAL,"PHASE1, PHASE2",Duchenne Muscular Dystrophy (DMD),Italfarmaco,2013-04,2013-01-04,2023-11-07,2024-10-25T17:08:32.938258
NCT05412394,Once Weekly Infant Corticosteroid Trial for DMD,RECRUITING,INTERVENTIONAL,PHASE4,Duchenne Muscular Dystrophy,Anne M. Connolly,2021-04-30,2022-06-09,2023-09-18,2024-10-25T17:11:04.848138
NCT03529240,"Kinesiology Taping in Duchenne Muscular Dystrophy: Effects on Performance, Gait Characteristics, and Energy Consumption",COMPLETED,INTERVENTIONAL,NA,"Performance, Energy, Gait, Duchenne Muscular Dystrophy",Hacettepe University,2017-06-10,2018-05-18,2018-05-18,2024-10-25T17:11:04.848138
NCT05412394,Once Weekly Infant Corticosteroid Trial for DMD,RECRUITING,INTERVENTIONAL,PHASE4,Duchenne Muscular Dystrophy,Anne M. Connolly,2021-04-30,2022-06-09,2023-09-18,2024-10-26T15:45:56.748220
NCT03529240,"Kinesiology Taping in Duchenne Muscular Dystrophy: Effects on Performance, Gait Characteristics, and Energy Consumption",COMPLETED,INTERVENTIONAL,NA,"Performance, Energy, Gait, Duchenne Muscular Dystrophy",Hacettepe University,2017-06-10,2018-05-18,2018-05-18,2024-10-26T15:45:56.748220
NCT01761292,"A Study to Assess Safety/Tolerability, pk, Effects on Histology, Clinical Parameters of Givinostat in Children With DMD",COMPLETED,INTERVENTIONAL,"PHASE1, PHASE2",Duchenne Muscular Dystrophy (DMD),Italfarmaco,2013-04,2013-01-04,2023-11-07,2024-10-26T15:45:56.748220
NCT02285673,Efficacy of Umbilical Cord Mesenchymal Stem Cells in Duchenne Muscular Dystrophy,UNKNOWN,INTERVENTIONAL,"PHASE1, PHASE2",Duchenne Muscular Dystrophy,Acibadem University,2013-11,2014-11-07,2014-11-07,2024-10-26T15:45:56.748220
NCT03589573,Effect of Muscle Strength on Hamstring Flexibility in Children With Duchenne Muscular Dystrophy,COMPLETED,OBSERVATIONAL,,"Duchenne Muscular Dystrophy, Muscle Strength, Lower Extremity, Hamstring Contractures",Hacettepe University,2017-03-24,2018-07-18,2018-07-31,2024-10-26T15:45:56.748220
NCT05412394,Once Weekly Infant Corticosteroid Trial for DMD,RECRUITING,INTERVENTIONAL,PHASE4,Duchenne Muscular Dystrophy,Anne M. Connolly,2021-04-30,2022-06-09,2023-09-18,2024-10-27T22:37:50.965559
NCT03529240,"Kinesiology Taping in Duchenne Muscular Dystrophy: Effects on Performance, Gait Characteristics, and Energy Consumption",COMPLETED,INTERVENTIONAL,NA,"Performance, Energy, Gait, Duchenne Muscular Dystrophy",Hacettepe University,2017-06-10,2018-05-18,2018-05-18,2024-10-27T22:37:50.965559
NCT01761292,"A Study to Assess Safety/Tolerability, pk, Effects on Histology, Clinical Parameters of Givinostat in Children With DMD",COMPLETED,INTERVENTIONAL,"PHASE1, PHASE2",Duchenne Muscular Dystrophy (DMD),Italfarmaco,2013-04,2013-01-04,2023-11-07,2024-10-27T22:37:50.965559
NCT02285673,Efficacy of Umbilical Cord Mesenchymal Stem Cells in Duchenne Muscular Dystrophy,UNKNOWN,INTERVENTIONAL,"PHASE1, PHASE2",Duchenne Muscular Dystrophy,Acibadem University,2013-11,2014-11-07,2014-11-07,2024-10-27T22:37:50.965559
NCT03589573,Effect of Muscle Strength on Hamstring Flexibility in Children With Duchenne Muscular Dystrophy,COMPLETED,OBSERVATIONAL,,"Duchenne Muscular Dystrophy, Muscle Strength, Lower Extremity, Hamstring Contractures",Hacettepe University,2017-03-24,2018-07-18,2018-07-31,2024-10-27T22:37:50.965559
NCT05412394,Once Weekly Infant Corticosteroid Trial for DMD,RECRUITING,INTERVENTIONAL,PHASE4,Duchenne Muscular Dystrophy,Anne M. Connolly,2021-04-30,2022-06-09,2023-09-18,2024-10-27T22:39:10.848614
NCT03529240,"Kinesiology Taping in Duchenne Muscular Dystrophy: Effects on Performance, Gait Characteristics, and Energy Consumption",COMPLETED,INTERVENTIONAL,NA,"Performance, Energy, Gait, Duchenne Muscular Dystrophy",Hacettepe University,2017-06-10,2018-05-18,2018-05-18,2024-10-27T22:39:10.848614
NCT01761292,"A Study to Assess Safety/Tolerability, pk, Effects on Histology, Clinical Parameters of Givinostat in Children With DMD",COMPLETED,INTERVENTIONAL,"PHASE1, PHASE2",Duchenne Muscular Dystrophy (DMD),Italfarmaco,2013-04,2013-01-04,2023-11-07,2024-10-27T22:39:10.848614
NCT02285673,Efficacy of Umbilical Cord Mesenchymal Stem Cells in Duchenne Muscular Dystrophy,UNKNOWN,INTERVENTIONAL,"PHASE1, PHASE2",Duchenne Muscular Dystrophy,Acibadem University,2013-11,2014-11-07,2014-11-07,2024-10-27T22:39:10.848614
NCT03589573,Effect of Muscle Strength on Hamstring Flexibility in Children With Duchenne Muscular Dystrophy,COMPLETED,OBSERVATIONAL,,"Duchenne Muscular Dystrophy, Muscle Strength, Lower Extremity, Hamstring Contractures",Hacettepe University,2017-03-24,2018-07-18,2018-07-31,2024-10-27T22:39:10.848614
NCT05412394,Once Weekly Infant Corticosteroid Trial for DMD,RECRUITING,INTERVENTIONAL,PHASE4,Duchenne Muscular Dystrophy,Anne M. Connolly,2021-04-30,2022-06-09,2023-09-18,2024-10-27T22:41:20.302524
NCT03529240,"Kinesiology Taping in Duchenne Muscular Dystrophy: Effects on Performance, Gait Characteristics, and Energy Consumption",COMPLETED,INTERVENTIONAL,NA,"Performance, Energy, Gait, Duchenne Muscular Dystrophy",Hacettepe University,2017-06-10,2018-05-18,2018-05-18,2024-10-27T22:41:20.302524
NCT01761292,"A Study to Assess Safety/Tolerability, pk, Effects on Histology, Clinical Parameters of Givinostat in Children With DMD",COMPLETED,INTERVENTIONAL,"PHASE1, PHASE2",Duchenne Muscular Dystrophy (DMD),Italfarmaco,2013-04,2013-01-04,2023-11-07,2024-10-27T22:41:20.302524
NCT05412394,Once Weekly Infant Corticosteroid Trial for DMD,RECRUITING,INTERVENTIONAL,PHASE4,Duchenne Muscular Dystrophy,Anne M. Connolly,2021-04-30,2022-06-09,2023-09-18,2024-10-28T07:19:01.617518
NCT03529240,"Kinesiology Taping in Duchenne Muscular Dystrophy: Effects on Performance, Gait Characteristics, and Energy Consumption",COMPLETED,INTERVENTIONAL,NA,"Performance, Energy, Gait, Duchenne Muscular Dystrophy",Hacettepe University,2017-06-10,2018-05-18,2018-05-18,2024-10-28T07:19:01.617518
NCT01761292,"A Study to Assess Safety/Tolerability, pk, Effects on Histology, Clinical Parameters of Givinostat in Children With DMD",COMPLETED,INTERVENTIONAL,"PHASE1, PHASE2",Duchenne Muscular Dystrophy (DMD),Italfarmaco,2013-04,2013-01-04,2023-11-07,2024-10-28T07:19:01.617518
NCT05670730,Study of AOC 1044 in Healthy Adult Volunteers and Participants with Duchenne Muscular Dystrophy (DMD) Mutations Amenable to Exon 44 Skipping,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,"PHASE1, PHASE2","Duchenne Muscular Dystrophy, Exon 44","Avidity Biosciences, Inc.",2022-11-09,2023-01-04,2024-09-23,2024-10-29T07:19:40.910850
NCT02994030,Biomarker for Duchenne Muscular Dystrophy,COMPLETED,OBSERVATIONAL,,"Increased Lordosis/Scoliosis, Hyporeflexia, Duchenne Muscular Dystrophy, Red-Green Color Blindness, Lordosis, Scoliosis, Muscular Atrophy, Muscular Weakness",CENTOGENE GmbH Rostock,2018-08-20,2016-12-15,2022-03-24,2024-10-29T07:19:40.910850
NCT00758225,"Long-term Safety, Tolerability and Efficacy of Idebenone in Duchenne Muscular Dystrophy (DELPHI Extension)",COMPLETED,INTERVENTIONAL,PHASE2,Duchenne Muscular Dystrophy,Santhera Pharmaceuticals,2008-09,2008-09-25,2011-06-01,2024-10-29T07:19:40.910850
NCT02752048,A Phase IIa Study of TAS-205 for Duchenne Muscular Dystrophy,COMPLETED,INTERVENTIONAL,PHASE2,Duchenne Muscular Dystrophy,"Taiho Pharmaceutical Co., Ltd.",2016-05,2016-04-26,2020-04-20,2024-10-30T07:18:11.016239
NCT04626674,A Gene Transfer Therapy Study to Evaluate the Safety of and Expression From Delandistrogene Moxeparvovec (SRP-9001) in Participants With Duchenne Muscular Dystrophy (DMD),ACTIVE_NOT_RECRUITING,INTERVENTIONAL,PHASE1,"Muscular Dystrophy, Duchenne","Sarepta Therapeutics, Inc.",2020-11-23,2020-11-12,2024-08-26,2024-10-30T07:18:11.016239
NCT02285673,Efficacy of Umbilical Cord Mesenchymal Stem Cells in Duchenne Muscular Dystrophy,UNKNOWN,INTERVENTIONAL,"PHASE1, PHASE2",Duchenne Muscular Dystrophy,Acibadem University,2013-11,2014-11-07,2014-11-07,2024-10-30T07:18:11.016239
NCT05639257,Treatment of Myotonia - Lamotrigine Versus Namuscla,RECRUITING,INTERVENTIONAL,NA,Non-Dystrophic Myotonia,"Grete Andersen, MD",2022-12-05,2022-12-06,2022-12-06,2024-10-31T07:18:10.182866
NCT06363357,"The Effect of a Muscle-mimicking, Fabric-type Shoulder Orthosis on Functional Movements of the Upper Limb in Patients With Duchenne Muscular Dystrophy",RECRUITING,INTERVENTIONAL,NA,"Muscular Dystrophy, Duchenne, Orthotic Devices, Upper Extremity",Seoul National University Hospital,2024-04-20,2024-04-12,2024-06-21,2024-10-31T07:18:10.182866
NCT04322357,Twice Weekly Steroids and Exercise as Therapy for DMD,RECRUITING,INTERVENTIONAL,PHASE2,Duchenne Muscular Dystrophy (DMD),University of Florida,2020-07-30,2020-03-26,2024-01-31,2024-10-31T07:18:10.182866
NCT01633866,Pediatric Radio Frequency Coils Generic,ACTIVE_NOT_RECRUITING,OBSERVATIONAL,,"Duchenne Muscular Dystrophy, Musculoskeletal Abnormalities","Children's Hospital Medical Center, Cincinnati",2012-07,2012-07-04,2023-09-28,2024-11-01T07:18:57.538935
NCT00799266,An Efficacy and Safety Trial of Intravenous Zoledronic Acid Twice Yearly in Osteoporotic Children Treated With Glucocorticoids,COMPLETED,INTERVENTIONAL,PHASE3,Osteoporosis,Novartis Pharmaceuticals,2008-12-04,2008-11-27,2020-09-02,2024-11-01T07:18:57.538935
NCT03633565,Comparative Study of Strategies for Management of Duchenne Myopathy (DM),UNKNOWN,INTERVENTIONAL,PHASE4,Myopathy,Assiut University,2018-09,2018-08-16,2018-08-16,2024-11-01T07:18:57.538935
NCT00004646,"Phase III Randomized, Double-Blind Study of Prednisone for Duchenne Muscular Dystrophy",COMPLETED,INTERVENTIONAL,PHASE3,Duchenne Muscular Dystrophy,National Center for Research Resources (NCRR),1995-04,2000-02-25,2005-06-24,2024-11-02T07:17:45.080812
NCT04184882,"A Study to Assess the Safety, Tolerability and Preliminary Efficacy of ASP0367 (MA-0211) in Pediatric Male Participants With Duchenne Muscular Dystrophy (DMD)",TERMINATED,INTERVENTIONAL,PHASE1,Duchenne Muscular Dystrophy (DMD),Astellas Pharma Inc,2021-02-24,2019-12-04,2024-10-22,2024-11-02T07:17:45.080812
NCT03882827,Natural History of Duchenne Muscular Dystrophy,UNKNOWN,OBSERVATIONAL,,Duchenne Muscular Dystrophy,Genethon,2019-12-19,2019-03-20,2022-09-07,2024-11-02T07:17:45.080812
NCT00004646,"Phase III Randomized, Double-Blind Study of Prednisone for Duchenne Muscular Dystrophy",COMPLETED,INTERVENTIONAL,PHASE3,Duchenne Muscular Dystrophy,National Center for Research Resources (NCRR),1995-04,2000-02-25,2005-06-24,2024-11-03T07:17:42.252370
NCT04184882,"A Study to Assess the Safety, Tolerability and Preliminary Efficacy of ASP0367 (MA-0211) in Pediatric Male Participants With Duchenne Muscular Dystrophy (DMD)",TERMINATED,INTERVENTIONAL,PHASE1,Duchenne Muscular Dystrophy (DMD),Astellas Pharma Inc,2021-02-24,2019-12-04,2024-10-22,2024-11-03T07:17:42.252370
NCT03882827,Natural History of Duchenne Muscular Dystrophy,UNKNOWN,OBSERVATIONAL,,Duchenne Muscular Dystrophy,Genethon,2019-12-19,2019-03-20,2022-09-07,2024-11-03T07:17:42.252370
NCT00004646,"Phase III Randomized, Double-Blind Study of Prednisone for Duchenne Muscular Dystrophy",COMPLETED,INTERVENTIONAL,PHASE3,Duchenne Muscular Dystrophy,National Center for Research Resources (NCRR),1995-04,2000-02-25,2005-06-24,2024-11-04T07:18:55.826425
