NCTId,BriefTitle,Acronym,OverallStatus,BriefSummary,HasResults,Condition,InterventionType,InterventionName,PrimaryOutcomeMeasure,SecondaryOutcomeMeasure,LeadSponsorName,CollaboratorName,Sex,MinimumAge,MaximumAge,StdAge,Phase,EnrollmentCount,LeadSponsorClass,StudyType,DesignPrimaryPurpose,OrgStudyId,SecondaryId,StartDate,PrimaryCompletionDate,CompletionDate,StudyFirstPostDate,ResultsFirstPostDate,LastUpdatePostDate,Timestamp
NCT06597656,A Gene Transfer Therapy to Evaluate the Safety and Efficacy of Delandistrogene Moxeparvovec (SRP-9001) Following Therapeutic Plasma Exchange (Plasmapheresis) in Participants With Duchenne Muscular Dystrophy (DMD) and Pre-existing Antibodies to AAVrh74,HORIZON,RECRUITING,This is a gene transfer therapy study evaluating the safety of and delandistrogene moxeparvovec dystrophin protein expression from delandistrogene moxeparvovec following therapeutic plasma exchange (plasmapheresis) in ambulatory male participants with DMD and pre-existing antibodies to AAVrh74 over a period of 58 weeks.,False,Duchenne Muscular Dystrophy,"GENETIC, PROCEDURE","delandistrogene moxeparvovec, Plasmapheresis","Change From Baseline in Quantity of Delandistrogene Moxeparvovec Dystrophin Expression Adjusted by Muscle Content Biopsied Muscle as Measured by Western Blot, Change From Baseline in Quantity of Delandistrogene Moxeparvovec Dystrophin Expression in Biopsied Muscle as Measured by Immunofluorescence (IF) Fiber Intensity, Change From Baseline in Quantity of Delandistrogene Moxeparvovec Dystrophin Expression in Biopsied Muscle as Measured by IF Percent Dystrophin-positive Fibers (PDPF), Mean Concentration of Vector Genome Copies Using Polymerase Chain Reaction in Muscle Tissue Biopsy, After Delandistrogene Moxeparvovec Administration","Number of Participants with a Treatment Emergent Adverse Event (TEAE), Adverse Event of Special Interest (AESI), and Serious Adverse Event (SAE), Change from Baseline in rAAVrh74 Antibody Titers","Sarepta Therapeutics, Inc.",,MALE,4 Years,8 Years,CHILD,PHASE1,16,INDUSTRY,INTERVENTIONAL,TREATMENT,SRP-9001-105,,2024-09-18,2025-11-30,2026-08-31,2024-09-19,,2024-10-16,2024-12-10T07:22:19.264591
NCT05166109,A Study to Assess Vamorolone in Becker Muscular Dystrophy (BMD),,RECRUITING,"This Phase II pilot study is a randomized, double-blind, placebo-controlled study to evaluate the safety, tolerability, PK, PD, and exploratory clinical efficacy of vamorolone 500mg (250mg for body weight \<50 kg) daily administered orally compared to placebo over a treatment period of 24 weeks in males with BMD.

Funding Source - FDA OOPD",False,Becker Muscular Dystrophy,"DRUG, DRUG","Vamorolone, Placebo","Safety as measured by Treatment-emergent adverse events (TEAEs) and serious adverse events (SAEs) by system organ class (SOC and PT), Safety as measured by Sitting Blood Pressure, Safety as measured by Heart Rate, Safety as measured by Respiratory Rate, Safety as measured by Body Temperature, Safety as measured by Body Weight, Safety as measured by Height, Safety: concentration of blood laboratory biomarkers as assessed by standardized clinical laboratory reference ranges, Safety: concentration of urine laboratory biomarkers as measured by dipstick and microscopic analysis, Safety as measured by 12-lead ECG, Tolerability as measured by incidence of Premature Discontinuation","Pharmacokinetics as measured by AUCinf, Safety as measured by serum concentration of osteocalcin, Safety as measured by serum concentration of hemoglobin A1c (HbA1c), Safety as measured by fasting serum concentration of glucose, Safety as measured by fasting serum concentration of insulin, Efficacy as measured by concentration of serum pharmacodynamic biomarkers, Safety as measured by concentration of Salivary Cortisol","ReveraGen BioPharma, Inc.",Santhera Pharmaceuticals,MALE,18 Years,64 Years,ADULT,PHASE2,39,INDUSTRY,INTERVENTIONAL,TREATMENT,VBP15-BMD-001,1R01FD007284-01,2022-07-07,2025-06-30,2025-06-30,2021-12-21,,2024-08-19,2024-12-10T07:22:19.264591
NCT01125709,Comparative Study of Clinical Endpoint in DMD: Handheld Myometry (HHM) Versus CINRG Quantitative Measurement System (CQMS),,COMPLETED,"The aim of the proposed research is to compare two commonly used pediatric strength testing measures: handheld myometry (HHM) and CINRG Quantitative Measurement System (CQMS), with the goal of identifying a sensitive and valid tool for measuring muscle strength in children with DMD. The data obtained from this study will be used to make recommendations for strength measurement endpoints in prospective muscular dystrophy trials and provide more reliable and accurate recommendations in the clinic for strength assessment. This study will be performed at six participating sites in the Cooperative International Neuromuscular Research Group (CINRG).",False,Duchenne Muscular Dystrophy,,,Compare the inter and intra rater reliability of HHM and CQMS by measuring Elbow and Knee Flexor/Extensor Strength in children ages 6-18 diagnosed with DMD tested by experienced clinical evaluators in both HHM and CQMS.,,Cooperative International Neuromuscular Research Group,"Muscular Dystrophy Association, Children's National Research Institute, Washington University School of Medicine, Royal Children's Hospital, Sydney Children's Hospitals Network, Fondazione Serena Onlus - Centro Clinico NeMO Milano, Carolinas Medical Center",MALE,6 Years,18 Years,"CHILD, ADULT",,30,NETWORK,OBSERVATIONAL,,CNMC0609,,2010-01,2010-06,2010-08,2010-05-18,,2013-01-11,2024-12-10T07:22:19.264591
NCT03603288,Phase III Study With Idebenone in Patients With Duchenne Muscular Dystrophy (SIDEROS-E),SIDEROS-E,TERMINATED,The purpose of the study is to assess the long-term safety and efficacy of idebenone in patients with Duchenne muscular dystrophy (DMD) who completed the SIDEROS study.,False,Duchenne Muscular Dystrophy,DRUG,idebenone 150 mg film-coated tablets,"Incidence and severity of adverse events, as per ICH Topic E2A, Incidence and severity of adverse events, as per ICH Topic E2A, Number of patients with premature discontinuations of study treatment due to adverse events., Number of patients with abnormal safety laboratory parameters., Number of patients with abnormal safety laboratory parameters., Number of patients with abnormal vital signs., Number of patients with abnormal vital signs., Number of patients with abnormal ECG.","Change from Baseline in Forced Vital Capacity (FVC) as percent of predicted (FVC%p)., Change from Baseline in Peak Expiratory Flow (PEF) as percent of predicted (PEF%p), Change from Baseline in Forced Expiratory Volume in 1 second (FEV1) as percent of predicted (FEV1%p)",Santhera Pharmaceuticals,,MALE,11 Years,,"CHILD, ADULT, OLDER_ADULT",PHASE3,161,INDUSTRY,INTERVENTIONAL,TREATMENT,SNT-III-012-E,,2018-07-04,2020-11-25,2020-11-25,2018-07-27,,2021-12-03,2024-12-10T07:22:19.264591
NCT03531788,Use of Dynamic Arm Supports to Promote Activities of Daily Living in Individuals With DMD,,TERMINATED,"This study is a longitudinal, randomized control trial evaluating the use of two commercially available dynamic arm support devices (1) Armon Ayura-Kinova and 2) JAECO WREX) to promote participation in activities of daily living (ADLs) in non-ambulatory individuals with Duchenne muscular dystrophy (DMD) with upper extremity weakness.",True,Duchenne Muscular Dystrophy,"DEVICE, DEVICE","Armon Ayura (Kinova), JAECO Wrex","Change in Upper Extremity Activity Counts (Movement) Through Actigraphy, Change in Upper Extremity Position Through Actigraphy",Goal Attainment Scale (GAS),Roxanna Marie Bendixen,,MALE,14 Years,,"CHILD, ADULT, OLDER_ADULT",NA,18,OTHER,INTERVENTIONAL,TREATMENT,PRO18010005,,2018-08-30,2020-12-31,2020-12-31,2018-05-22,2022-02-18,2022-02-18,2024-12-10T07:22:19.264591
NCT05110885,"Public AttitudesTowards SMA and DMD Awareness, Newborn and Carrier Screening and Physiotherapy Practices",,UNKNOWN,"The addition of SMA and DMD muscle diseases to newborn screening and premarital carrier screening has been controversial.

In this study, researchers aim to measure the awareness level of SMA and DMD muscle diseases of individuals living in Turkey and to obtain information about their attitudes towards newborn and carrier screening and physiotherapy practices.

Thus, this study aimed to determine the factors that affect people's views on this subject.",False,"Spinal Muscular Atrophy, Duchenne Muscular Dystrophy, Healthy Individuals",OTHER,Questionnaire,"Awareness level of community on the SMA and DMD diseases., Attitudes of community towards SMA/DMD newborn screening and carrier screening., Public opinion towards the effectiveness of physiotherapy and rehabilitation on DMD/SMA.",,Bahçeşehir University,,ALL,18 Years,50 Years,ADULT,,200,OTHER,OBSERVATIONAL,,MSLN1602610,,2021-11,2022-01,2022-01,2021-11-08,,2021-11-10,2024-12-10T07:22:19.264591
NCT06682585,Nutritional Status and Therapy in DMD Patients,,NOT_YET_RECRUITING,"Brief Summary

The goal of this clinical trial is to evaluate the impact of a disease-specific, individualized diet on the nutritional status and functional abilities of Duchenne muscular dystrophy (DMD) patients. The study will focus on children aged 4-8 years residing in Ankara, Turkey.

Key questions the investigators aim to answer:

Can a tailored dietary intervention improve the nutritional status of DMD patients? Does a specialized diet positively impact the functional abilities of DMD patients, as measured by the North Star Ambulation Assessment (NSAA)? Participants will undergo a comprehensive nutritional assessment, including anthropometric measurements, and will receive individualized dietary counseling. The intervention will focus on optimizing energy, protein, calcium, and fluid intake, as well as addressing the potential side effects of corticosteroid therapy.

The primary outcome measure will be changes in nutritional status, as assessed by anthropometric measurements. Secondary outcome measures will include changes in functional abilities as measured by the NSAA and quality of life assessments.",False,Duchenne Muscular Dystrophy (DMD),OTHER,Individualised dietary intervention,"Anthropometric measurements, Anthropometric measurements, Anthropometric measurements, Anthropometric measurements","Functional Ability, Functional Ability",Ankara University,,MALE,48 Months,96 Months,CHILD,NA,10,OTHER,INTERVENTIONAL,SUPPORTIVE_CARE,111-659-22,,2024-11-18,2025-02-20,2025-02-21,2024-11-12,,2024-11-12,2024-12-10T07:22:19.264591
NCT00750685,Study of the Mentor Becker Expander/Breast Implant in Subjects Who Are Undergoing Primary Breast Reconstruction,,TERMINATED,"The purpose of this study is to determine the safety and effectiveness of the Becker Expander/Breast Implant in women who are undergoing primary breast reconstruction. Safety information on the rate of complications, such as infection will be collected, and used to help determine device safety. These implants are investigational devices.

Approximately 300 patients at centers across the United States will be enrolled in this research study, by up to 30 sites. These patients will be implanted with Becker Expander/Breast Implant and monitored for 10 years to collect information on risks associated with the implant surgery as well as changes in the way these patients feel about themselves.",False,Breast Reconstruction,DEVICE,Mentor Smooth Becker 50 Expander/Breast Implant,"Safety will be determined by the incidence, severity, method of resolution, and duration for all adverse events on a per implant and per subject basis., Effectiveness will be determined by changes in chest circumference and bra and cup size.",Effectiveness will also be determined by changes in validated Quality of Life instrument ratios.,"Mentor Worldwide, LLC",,FEMALE,18 Years,,"ADULT, OLDER_ADULT",PHASE3,315,INDUSTRY,INTERVENTIONAL,TREATMENT,A-101-0501-8,Becker Study,2007-03-01,2014-03-04,2014-03-04,2008-09-10,,2018-05-08,2024-12-10T07:22:19.264591
NCT02516085,Improved Muscle Function in Duchenne Muscular Dystrophy Through L-Arginine and Metformin,,COMPLETED,The purpose of the study is to show that the intake of L-arginine and metformin improves muscle function and delays disease progression in patients with Duchenne's muscular dystrophy.,False,Duchenne Muscular Dystrophy,"DRUG, DRUG","Metformin, L-Arginine",Mean change of muscle metabolism,In vivo change of muscle metabolism,"University Hospital, Basel, Switzerland",,ALL,7 Years,10 Years,CHILD,PHASE1,5,OTHER,INTERVENTIONAL,TREATMENT,DMD01,,2012-01,2012-10,2012-10,2015-08-05,,2015-08-07,2024-12-10T07:22:19.264591
NCT06445985,Hydrotherapy in Duchenne Muscular Dystrophy (DMD),,RECRUITING,The goal of this clinical trial aims to establish if there are meaningful benefits to providing a hydrotherapy service for young people with Duchenne muscular dystrophy (DMD). The main aims are to: 1. to allocate a clinical physiotherapist to a project implementing hydrotherapy in young patients with DMD to establish whether there are meaningful benefits to their daily life. 2. to conduct patient and parent interviews to understand the barriers to completing a hydrotherapy intervention and ensure future research addresses meaningful outcomes for those with DMD.,False,Duchenne Muscular Dystrophy,OTHER,Hydrotherapy,"Body Mass via Bioelectrical impedance (BIA), Pain Scale, PedsQL QoL / DMD QoL - Quality of Life","Upper Limb Strength, Range of Motion, Pulmonary function",Lancashire Teaching Hospitals NHS Foundation Trust,Duchenne UK,MALE,6 Years,25 Years,"CHILD, ADULT",NA,44,OTHER,INTERVENTIONAL,SUPPORTIVE_CARE,304633,21/PR/1748,2022-11-02,2025-12-12,2025-12-12,2024-06-06,,2024-06-06,2024-12-10T07:22:19.264591
NCT02069756,The Duchenne Registry,,RECRUITING,"The Duchenne Registry is an online, patient-report registry for individuals with Duchenne and Becker muscular dystrophy and carrier females. The purpose of the Registry is to connect Duchenne and Becker patients with actively recruiting clinical trials and research studies, and to educate patients and families about Duchenne and Becker care and research. At the same time, The Duchenne Registry is a valuable resource for clinicians and researchers in academia and industry, allowing access to de-identified datasets provided by patients and their families-information that is vital to advances in the care and treatment of Duchenne. The Duchenne Registry is a member of the TREAT-NMD Neuromuscular Network.",False,"Duchenne Muscular Dystrophy, Becker Muscular Dystrophy",,,Genetic variant,Ambulation status,The Duchenne Registry,Parent Project Muscular Dystrophy,ALL,,,"CHILD, ADULT, OLDER_ADULT",,10000,OTHER,OBSERVATIONAL,,DC-PPMD-2013,,2007-10,2027-10,2047-10,2014-02-24,,2023-09-13,2024-12-10T07:22:19.264591
