NCTId,type,name,description,arm_group_labels,other_names
NCT04592445,Device,Satera GSN Ablation,"The Axon procedure consists of a small needle puncture made in the groin to pass standard sheaths, wires, and access devices into the femoral vein, using standard access methods. The right GSN will be ablated transvenously from the right intercostal veins where it crosses at the 10th and 11th thoracic vertebrae from the intercostal vein intersection with the azygos vein. Placement of the access devices and Axon catheter is confirmed using standard fluoroscopic imaging. Once positioning is confirmed, GSN ablation can commence accordingly .",Axon Treatment Arm,
NCT04592445,Device,Sham Control,"The sham procedure consists of a small needle puncture made in the groin to pass a standard femoral introducer sheath approximately 10 cm into the femoral vein, using standard access methods. The Axon Catheter and associated access accessories will not be inserted into the patient. The sham procedure duration will be similar to the treatment time for subject receiving the Axon therapy (\~30 minutes).",Sham Control Arm,
NCT04232345,Drug,AZD4831,Subjects will be fasted for at least 10 hours before receiving the AZD4831 in the form of an oral suspension.,"Cohort 1 (Part 1): AZD4831 Dose 1, Cohort 2 (Part 1): AZD4831 Dose 2, Cohort 3 (Part 1): AZD4831 Dose 3, Cohort 4 (Part 2): AZD4831 Dose 2",
NCT04232345,Drug,Placebo,Subjects will be fasted for at least 10 hours before receiving the placebo in the form of an oral suspension.,"Placebo (Part 1), Placebo (Part 2)",
NCT05838287,Drug,Pioglitazone,Participants will be taking Pioglitazone tablets 1/day for 24 weeks.,Pioglitazone Administration Group,Actos
NCT05838287,Drug,Placebo,Placebo for Pioglitazone,Placebo/Control Group,Placebo tablet
NCT05030987,Procedure,Renal Denervation,Renal denervation in patients with HFpEF and uncontrolled hypertension,RDN,
NCT05030987,Procedure,Sham,"Sham Treatment. After six months, cross-over is planned in all sham-treated patients and this patients will also receive a renal denervation.",Sham,Sham Procedure
NCT05174351,Other,beta blocker discontinuation,beta blocker discontinuation,HFpEF patients,
NCT03057951,Drug,Empagliflozin,once daily,10 mg Empagliflozin,"JARDIANCE, JARDIANZ, GIBTULIO"
NCT03057951,Drug,Placebo,once daily,Placebo,
NCT06683053,Drug,empagliflozin,Comparing the benefits of both doses of empagliflozin (10 mg versus 25 mg) in terms of heart ejection fraction and quality of life.,"Empagliflozin 10 mg, Empagliflozin 25 mg",
NCT05772754,Genetic,study of molecular and protein pathways,42 ml peripheral venous blood sample.,"Chronic heart failure partecipants, Chronic hert faiure and ejection fraction less than 40% at echocardiographic evaluation, Control Group, Partecipants with advanced HFrEF, Partecipants with pulmonary hypertension","Analysis of protein profile, Genomics analysis"
NCT04970953,Procedure,Right heart catheterization,Right heart catheterization will be performed via a brachial access under sonographic guidance and hemodynamic measurements will be performed in a semi-supine position.,Patients with intermediate risk for HFpEF at rest,
NCT02145351,Device,Rate adaptive atrial pacing using a dual-chamber pacemaker,"The Azure XT DR is a permanent, dual-chamber cardiac pacemaker with the ability to continuously monitor and record patient activity, and respond to activity by pacing faster and increasing the heart rate (rate adaptive atrial pacing). It will be programmed in AAIR mode to pace the right atrium. The leads will be placed in the right atrium and right ventricle using CapSureFix model 5086.","Pacing off first, then pacing on, Pacing on first, then pacing off","Medtronic Azure XT DR MRI pacemaker model W1DR01, Medtronic CapSureFix MRI model 5086"
NCT02145351,Device,Pacemaker system will be implanted but set to Pacing Off.,"The identical pacing system will be implanted, but will be set to Pacing Off.","Pacing off first, then pacing on, Pacing on first, then pacing off","Medtronic Azure XT DR MRI model W1DR01, Medtronic CapSureFix MRI model 5086"
NCT03043651,Drug,Oral treprostinil,Sustained-release oral tablets for TID administration,Oral treprostinil,"Treprostinil diethanolamine, Treprostinil diolamine"
NCT04913805,Drug,Potassium Nitrate,Potassium Nitrate is the active intervention that may increase blood flow to exercising muscle,Potassium Nitrate,KNO3
NCT04913805,Drug,Potassium Nitrate + Propionyl-L-Carnitine + Nicotinamide Riboside,Potassium Nitrate + Propionyl-L-Carnitine + Nicotinamide Riboside will be used as a combination intervention to both increase blood flow (KNO3) and mitochondrial function (PLC + NR),Potassium Nitrate + Propionyl-L-Carnitine + Nicotinamide Riboside,KNO3 + PLC + NR
NCT04913805,Other,Potassium Chloride,Active control,Potassium Chloride,PCl
NCT02814097,Drug,elamipretide,Subcutaneous injection of 40 mg elamipretide once daily for 28 consecutive days,40 mg elamipretide,"MTP-131, Bendavia"
NCT02814097,Drug,Placebo,Subcutaneous injection of placebo administered once daily for 28 consecutive days,Placebo,
NCT05715697,Procedure,Sham procedure and maintenance of heart failure medications,"Sham intervention, maintenance of heart failure medications","Sham intervention, maintenance of heart failure medications",
NCT05715697,Procedure,Renal denervation and maintenance of heart failure medications,Renal denervation and maintenance of heart failure medications,Renal denervation and maintenance of heart failure medications,
NCT06576297,Other,Inspiratory Muscle Training (IMT),IMT using a PrO2TM inspiratory training device will incorporate the Test of Incremental Respiratory Endurance (TIRE)9 technology to achieve an optimized exercise training regimen.,IMT Group: Inspiratory Muscle Training (IMT),
NCT06576297,Other,Standard of Care,"Standard of Care Participants in the usual care group will be telephoned at 4 and 8 weeks, and AE/SAE will be reviewed.",Standard of Care,
NCT05637398,Drug,Colchicine,The active treatment intervention consists of colchicine 0.5 mg twice daily that will be administrated by the investigator,Colchicine 0.5 bid,
NCT02078947,Behavioral,High Intensity Exercise,,High Intensity Exercise,
NCT02078947,Behavioral,Moderate Continuous Exercise,,Moderate Continuous Exercise,
NCT02078947,Behavioral,Usual Care,,Usual Care,
NCT03611153,Drug,AZD4831 Oral Myeloperoxidase Inhibitor,"A single administration dose of 30 mg oral MPO inhibitor given orally following baseline, resting and exercise testing in patients during right heart catheterization.",AZD4831 Oral myeloperoxidase inhibitor,Oral MPO inhibitor AZD4831
NCT03611153,Drug,Placebo oral capsule,"A single administration dose of 30 mg placebo given orally following baseline, resting and exercise testing in patients during right heart catheterization.",Placebo,
NCT06977477,Other,Remote Monitoring for Congestion Management in HFpEF Patients,"All patients will undergo baseline tests, including echocardiography (left ventricular ejection fraction, E/e', left atrial volume index, left atrial strain analysis, left ventricular mass index, tricuspid annular plane systolic excursion, right ventricular strain, inferior vena cava index) and blood tests (NT-proBNP, creatinine, GFR, sST2, CA 125, bio-ADM, ALAT, ASAT, complete blood count, and hsCRP). Evaluation of extracellular and total body water volumes in the arms, legs, and trunk will be conducted using the Body Water Scale InBody (South Korea) and daily monitoring of pulmonary pressure through CardioMEMSTM. Bioelectrical impedance analysis (BIA) will be used to assess volume. Additional blood tests will be conducted at weeks 2, 6, 12, and at the final visit, with a focus on NT-proBNP, creatinine, GFR, ALAT, ASAT, hemoglobin, hematocrit, hsCRP, sST2, CA 125, and bio-ADM. At the final visit, a complete set of tests will be repeated to assess overall health and response to the int",Patients with HFpEF Remotely Monitored for Congestion and Volume Management,
NCT04688905,Diagnostic Test,"Invasive hemodynamics of left ventricle via conductance catheter at rest, with exercise and with temporary vena cava occlusion",Invasive hemodynamics of left ventricle will be done by the conductance method. Left ventricular stiffness constant will be obtained by temporary vena cava occlusion. Right heart catherization will be done by pulmonary artery catherization and cardiac output will be estimated by thermodilution and Fick ́s method.,"Dyspnea explained by heart failure with preserved ejection fraction, Dyspnea not explained by heart failure with preserved ejection fraction","Cardiac MRI at rest, Echocardiography at rest and with exercise, Spiroergometry, 6 minute walking distance, Right heart catherization at rest and with exercise, Coronary angiography (if not performed within the last year)"
NCT06114498,Diagnostic Test,Echocardiography,"Transthoracic echocardiography at rest: with determination of epicardial fat tissue thickness, intensity of mitral regurgitation.",Patient with HFpEF with decompensation,
NCT06114498,Diagnostic Test,Bioimpedance,Bioelectrical impedance analysis research,"Control group, Patient with HFpEF with decompensation",
NCT06114498,Diagnostic Test,Immunoassay,Enzyme immunoassay of heat shock proteins in blood serum,"Control group, Patient with HFpEF with decompensation",ELISA
NCT06114498,Diagnostic Test,Routine biochemistry,"Measuring of routine biochemical parameters (glucose, total protein, creatinine, urea, uric acid, total bilirubin, direct bilirubin, total cholesterol, triglycerides, low and high density lipoprotein cholesterol, Lactate dehydrogenase, creatine phosphokinase, aspartate aminotransferase, alanine aminotransferase, sodium, potassium and special (C-reactive protein, N-terminal pro b-type natriuretic peptide)","Control group, Patient with HFpEF with decompensation",
NCT06905405,Diagnostic Test,Advanced imaging,Cardiac MRI scan Transthoracic ECHO,"No therapy intervention, Therapy intervention","TTE, cMRI"
NCT06905405,Drug,SGLT-2 inhibitor,SGLT-2 inhibitor,Therapy intervention,
NCT05789147,Device,Active tVNS,It is a non-invasive transcutaneous electrical stimulation of the auricular branch of the vagus nerve which innervates the skin of the human ear. These nerve fibers project directly to the solitary tract nucleus (NTS) in the brain stem (6).,active tVNS,
NCT05789147,Device,Sham tVNS,Sham stimulation is obtained by placing the stimulation electrode at the level of the earlobe. The stimulation is therefore administered and perceived in an area not innervated by vagal fibers.,sham tVNS,
NCT01707277,Other,Inspiratory muscle training,"Patients were instructed to train at home twice daily for 20 minutes each session during 12 weeks with a threshold inspiratory muscle trainer (Threshold IMT®, Respironics Inc.). All of them were trained under the supervision of a physiotherapist and educated to maintain diaphragmatic breathing during training. The subjects started breathing at a resistance equal to 25-30% of their maximum inspiratory pressure for 1 week.",Inspiratory muscle training,
NCT01707277,Other,Usual care,Usual pahramacological treatment,"Inspiratory muscle training, Usual care",
NCT02524145,Other,Static Handgrip,Subjects will perform static handgrip at 40% of maximum voluntary contraction until fatigue.,"HFpEF, Healthy Seniors",
NCT02524145,Drug,Dexmedetomidine,"Subjects will be given dexmedetomidine to suppress sympathetic outflow to minimize sympathetic control over resting heart rate. Subjects will then be given glycopyrrolate to suppress parasympathetic tone to minimize parasympathetic control over resting heart rate. After achievement of autonomic blockade, cardiac beta receptor sensitivity will be assessed by graded infusions of isoproterenol until heart rate increases 30 beats above baseline.","HFpEF, Healthy Seniors, Healthy Young",Sympathetic blockade
NCT02524145,Drug,Glycopyrrolate,"Subjects will be given dexmedetomidine to suppress sympathetic outflow to minimize sympathetic control over resting heart rate. Subjects will then be given glycopyrrolate to suppress parasympathetic tone to minimize parasympathetic control over resting heart rate. After achievement of autonomic blockade, cardiac beta receptor sensitivity will be assessed by graded infusions of isoproterenol until heart rate increases 30 beats above baseline.","HFpEF, Healthy Seniors, Healthy Young",Parasympathetic blockade
NCT02524145,Drug,Isoproterenol,"Subjects will be given dexmedetomidine to suppress sympathetic outflow to minimize sympathetic control over resting heart rate. Subjects will then be given glycopyrrolate to suppress parasympathetic tone to minimize parasympathetic control over resting heart rate. After achievement of autonomic blockade, cardiac beta receptor sensitivity will be assessed by graded infusions of isoproterenol until heart rate increases 30 beats above baseline.","HFpEF, Healthy Seniors, Healthy Young",Beta-receptor sensitivity testing
NCT04730947,Drug,Dapagliflozin,10 mg orally once a day,Dapagliflozin Group,
NCT04730947,Drug,Placebo,"Taken orally once a day, the placebo looks identical to the study drug but it contains no active ingredient",Placebo Group,
